spectra,site,site_name,state,plot,species,height,age,height_age,measurement_type,measurement,sample_name,sample_year,sample_type,instrumentation,calibration,wavelengths,column_units,project,pi,affiliation
BI02_ACRU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,ACRU,M,NA,M,LC,REFL,BI02_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_ACRU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,ACRU,T,NA,T,LC,REFL,BI02_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_ACSM_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,ACSM,B,NA,B,LC,REFL,BI02_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_ACSM_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,ACSM,M,NA,M,LC,REFL,BI02_ACSM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_ACSM_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,ACSM,T,NA,T,LC,REFL,BI02_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_QUAL_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,QUAL,B,NA,B,LC,REFL,BI02_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_QUAL_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,QUAL,M,NA,M,LC,REFL,BI02_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_QUAL_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,QUAL,T,NA,T,LC,REFL,BI02_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_QURU_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,QURU,B,NA,B,LC,REFL,BI02_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_QURU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,QURU,M,NA,M,LC,REFL,BI02_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_QURU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,QURU,T,NA,T,LC,REFL,BI02_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_TIAM_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,TIAM,B,NA,B,LC,REFL,BI02_TIAM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_TIAM_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,TIAM,M,NA,M,LC,REFL,BI02_TIAM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI02_TIAM_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI02,TIAM,T,NA,T,LC,REFL,BI02_TIAM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_ACSM_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,ACSM,B,NA,B,LC,REFL,BI03_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_ACSM_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,ACSM,M,NA,M,LC,REFL,BI03_ACSM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_ACSM_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,ACSM,T,NA,T,LC,REFL,BI03_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_OSVI_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,OSVI,B,NA,B,LC,REFL,BI03_OSVI_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_OSVI_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,OSVI,M,NA,M,LC,REFL,BI03_OSVI_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_OSVI_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,OSVI,T,NA,T,LC,REFL,BI03_OSVI_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_QUAL_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,QUAL,B,NA,B,LC,REFL,BI03_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_QUAL_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,QUAL,M,NA,M,LC,REFL,BI03_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_QUAL_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,QUAL,T,NA,T,LC,REFL,BI03_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_QURU_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,QURU,B,NA,B,LC,REFL,BI03_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_QURU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,QURU,M,NA,M,LC,REFL,BI03_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI03_QURU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI03,QURU,T,NA,T,LC,REFL,BI03_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_ACRU_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,ACRU,B,NA,B,LC,REFL,BI04_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_ACRU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,ACRU,M,NA,M,LC,REFL,BI04_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_ACRU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,ACRU,T,NA,T,LC,REFL,BI04_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_QUAL_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,QUAL,M,NA,M,LC,REFL,BI04_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_QUAL_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,QUAL,T,NA,T,LC,REFL,BI04_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_QURU_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,QURU,B,NA,B,LC,REFL,BI04_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_QURU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,QURU,M,NA,M,LC,REFL,BI04_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI04_QURU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI04,QURU,T,NA,T,LC,REFL,BI04_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_ACRU_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,ACRU,B,NA,B,LC,REFL,BI05_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_ACRU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,ACRU,M,NA,M,LC,REFL,BI05_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_ACRU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,ACRU,T,NA,T,LC,REFL,BI05_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIRE_BN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIRE,B,N,BN,LC,REFL,BI05_PIRE_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIRE_BO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIRE,B,O,BO,LC,REFL,BI05_PIRE_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIRE_MN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIRE,M,N,MN,LC,REFL,BI05_PIRE_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIRE_MO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIRE,M,O,MO,LC,REFL,BI05_PIRE_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIRE_TN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIRE,T,N,TN,LC,REFL,BI05_PIRE_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIRE_TO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIRE,T,O,TO,LC,REFL,BI05_PIRE_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIST_BN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIST,B,N,BN,LC,REFL,BI05_PIST_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIST_BO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIST,B,O,BO,LC,REFL,BI05_PIST_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIST_MN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIST,M,N,MN,LC,REFL,BI05_PIST_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIST_MO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIST,M,O,MO,LC,REFL,BI05_PIST_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIST_TN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIST,T,N,TN,LC,REFL,BI05_PIST_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI05_PIST_TO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI05,PIST,T,O,TO,LC,REFL,BI05_PIST_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_ACRU_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,ACRU,B,NA,B,LC,REFL,BI06_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_ACRU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,ACRU,M,NA,M,LC,REFL,BI06_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_ACRU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,ACRU,T,NA,T,LC,REFL,BI06_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIRE_MN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIRE,M,N,MN,LC,REFL,BI06_PIRE_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIRE_MO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIRE,M,O,MO,LC,REFL,BI06_PIRE_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIRE_TN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIRE,T,N,TN,LC,REFL,BI06_PIRE_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIRE_TO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIRE,T,O,TO,LC,REFL,BI06_PIRE_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIST_BN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIST,B,N,BN,LC,REFL,BI06_PIST_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIST_BO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIST,B,O,BO,LC,REFL,BI06_PIST_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIST_MN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIST,M,N,MN,LC,REFL,BI06_PIST_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIST_MO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIST,M,O,MO,LC,REFL,BI06_PIST_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIST_TN_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIST,T,N,TN,LC,REFL,BI06_PIST_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_PIST_TO_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,PIST,T,O,TO,LC,REFL,BI06_PIST_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_QUAL_B_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,QUAL,B,NA,B,LC,REFL,BI06_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_QUAL_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,QUAL,T,NA,T,LC,REFL,BI06_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_QURU_M_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,QURU,M,NA,M,LC,REFL,BI06_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
BI06_QURU_T_LC_REFL,BI,Blackhawk Island,Wisconsin,BI06,QURU,T,NA,T,LC,REFL,BI06_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC00_ACRU_B_LC_REFL,DC,Madison / Dane County,Wisconsin,DC00,ACRU,B,NA,B,LC,REFL,DC00_ACRU_B,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC00_ACRU_M_LC_REFL,DC,Madison / Dane County,Wisconsin,DC00,ACRU,M,NA,M,LC,REFL,DC00_ACRU_M,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC00_ACRU_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC00,ACRU,T,NA,T,LC,REFL,DC00_ACRU_T,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC00_ACSM_B_LC_REFL,DC,Madison / Dane County,Wisconsin,DC00,ACSM,B,NA,B,LC,REFL,DC00_ACSM_B,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC00_ACSM_M_LC_REFL,DC,Madison / Dane County,Wisconsin,DC00,ACSM,M,NA,M,LC,REFL,DC00_ACSM_M,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC00_ACSM_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC00,ACSM,T,NA,T,LC,REFL,DC00_ACSM_T,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC02_ACSN_B_LC_REFL,DC,Madison / Dane County,Wisconsin,DC02,ACSN,B,NA,B,LC,REFL,DC02_ACSN_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC02_ACSN_M_LC_REFL,DC,Madison / Dane County,Wisconsin,DC02,ACSN,M,NA,M,LC,REFL,DC02_ACSN_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC02_ACSN_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC02,ACSN,T,NA,T,LC,REFL,DC02_ACSN_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC02_RHCA_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC02,RHCA,T,NA,T,LC,REFL,DC02_RHCA_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC03_ACSM_B_LC_REFL,DC,Madison / Dane County,Wisconsin,DC03,ACSM,B,NA,B,LC,REFL,DC03_ACSM_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC03_ACSM_M_LC_REFL,DC,Madison / Dane County,Wisconsin,DC03,ACSM,M,NA,M,LC,REFL,DC03_ACSM_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC03_ACSM_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC03,ACSM,T,NA,T,LC,REFL,DC03_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC04_PISY_MN_LC_REFL,DC,Madison / Dane County,Wisconsin,DC04,PISY,M,N,MN,LC,REFL,DC04_PISY_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC04_PISY_MO_LC_REFL,DC,Madison / Dane County,Wisconsin,DC04,PISY,M,O,MO,LC,REFL,DC04_PISY_MO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC04_PISY_TN_LC_REFL,DC,Madison / Dane County,Wisconsin,DC04,PISY,T,N,TN,LC,REFL,DC04_PISY_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC04_PISY_TO_LC_REFL,DC,Madison / Dane County,Wisconsin,DC04,PISY,T,O,TO,LC,REFL,DC04_PISY_TO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_BN_LC_REFL,DC,Madison / Dane County,Wisconsin,DC05,PIRE,B,N,BN,LC,REFL,DC05_PIRE_BN,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_BO_LC_REFL,DC,Madison / Dane County,Wisconsin,DC05,PIRE,B,O,BO,LC,REFL,DC05_PIRE_BO,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_MN_LC_REFL,DC,Madison / Dane County,Wisconsin,DC05,PIRE,M,N,MN,LC,REFL,DC05_PIRE_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_MN_LC_REFL_2,DC,Madison / Dane County,Wisconsin,DC05,PIRE,M,N,MN,LC,REFL,DC05_PIRE_MN,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_MO_LC_REFL,DC,Madison / Dane County,Wisconsin,DC05,PIRE,M,O,MO,LC,REFL,DC05_PIRE_MO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_MO_LC_REFL_2,DC,Madison / Dane County,Wisconsin,DC05,PIRE,M,O,MO,LC,REFL,DC05_PIRE_MO,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_TN_LC_REFL,DC,Madison / Dane County,Wisconsin,DC05,PIRE,T,N,TN,LC,REFL,DC05_PIRE_TN,2010,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_TN_LC_REFL_2,DC,Madison / Dane County,Wisconsin,DC05,PIRE,T,N,TN,LC,REFL,DC05_PIRE_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC05_PIRE_TO_LC_REFL,DC,Madison / Dane County,Wisconsin,DC05,PIRE,T,O,TO,LC,REFL,DC05_PIRE_TO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
